,SMILES,DOI,InChI_Key, construction, architecture, complement, HOMO_exp, LUMO_exp, electrochemical_gap_exp, optical_gap_exp, V_OC_exp, J_SC_exp, fill_factor_exp,HOMO_comp,LUMO_comp,electrochemical_gap_comp,optical_gap_comp,PCE_comp,V_OC_comp,J_SC_comp,fill_factor_comp,mol_obj,PCE_exp
166,COc1ccc(C=Cc2ccc(C=Cc3cc(C)c(C=Cc4ccc(C=Cc5cc(C)c(C=Cc6ccc(C=Cc7cc(C)c(C=O)cc7C)s6)cc5C)s4)cc3C)s2)cc1,10.1016/j.solmat.2010.07.003,YCIDZSLTHWQJNB-UFUXLKRISA-N,molecule,bulk,PC61BM,,,,,0.5,2.64,34.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.42632263651827,-1.20938089886718,-1.30584519785616,-1.2567201269112,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8EB0>,0.47
349,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)c3ccc(-c4ccc(C=C(C#N)C#N)s4)cc3)cc2)s1,10.1021/ja058178e,KJHGHQMIPHPKIY-UHFFFAOYSA-N,molecule,bilayer,PC61BM,,,,,0.96,3.65,29.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.19346807618746,1.26430910866168,-1.08752497583471,-1.57999515519362,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A350>,1.02
134,COc1c2cc(C)sc2c(OC)c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc21,10.1039/C1EE01072G,JURSVOCVDQFFLU-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,1.84,0.76,2.9,43.0,1.52257992364401,1.41343855701417,-1.36669778002188,0.902600851638642,-1.24427270753236,0.188791714083918,-1.24964395258331,-0.674825076002835,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CED60>,0.9
306,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3cccc4ccccc43)ccc1-2,10.1021/jp801036s,LZHJTRGIVRHOSZ-HMZBKAONSA-N,molecule,DSSC,TiO2,-5.15,-2.93,2.22,,0.64,16.79,58.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.991131071643381,-0.456518722662742,1.75279949680079,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A836DCF0>,6.18
341,N#CC(=Cc1ccc(C(C#N)=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)s1)C(=O)O,10.1039/B908802D,VVOPZXKTKHCKQA-SKWBHROBSA-N,molecule,DSSC,TiO2,,,,,0.59,11.4,64.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.186724408682413,-0.725398071307184,0.587704450567504,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A839CC10>,4.28
319,Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21,10.1039/c0cc03036h,UDUXDURXYWLPHG-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.33,-3.33,2.0,1.88,0.86,9.15,62.0,-0.678396448714807,-0.662935925125102,0.781319578142261,0.948507076024911,0.440747565406929,0.7265504113728,0.101347520321699,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373890>,4.88
243,Cc1ccc(-c2nc3c(nc2-c2ccc(C)cc2)c(-c2ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s2)sc3-c2cccs2)cc1,10.1021/ar900061z,XTRZUQMGHPXWQV-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,,0.64,3.9,58.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.01141814720156,-0.456518722662742,-1.03348531691851,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D90B0>,1.45
54,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4cc5sc(C=C(C#N)C(=O)O)cc5s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,10.1039/B908802D,LKPFKNLWHAPIJC-UHFFFAOYSA-N,molecule,DSSC,TiO2,,,,,0.777,13.35,74.9,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.67699359479958,0.280210692623028,1.00921379011387,1.38766960443903,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DB970>,7.8
50,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21,10.1002/adma.200900510,ZGTJRSSAURYICH-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.5,-3.6,1.9,,0.97,9.1,51.0,-0.748596445581786,-0.831290612866124,0.673918710234054,-1.20908547012973,0.279866232814735,1.31808497839057,0.0905395885384589,-0.157585030750957,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DB510>,4.5
174,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc2)cc1,10.1039/c1ee01849c,UNYCGLQNDUUZFN-KDJFERLWSA-N,molecule,DSSC,TiO2,,,,,0.78,10.85,76.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.0842728957757,0.296343453541694,0.468817200951863,1.45879011066116,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CB7B0>,6.4
189,COc1ccsc1-c1sc(-c2scc3c2C(=O)N(C)C3=O)cc1OC,10.1039/C1EE01072G,KMPHGAVWJUCFHX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-4.95,-3.44,1.51,1.5,0.41,7.39,48.0,-0.521478808659207,-0.731524871982555,0.255055325392046,0.512397944355357,-1.03258674359527,-1.69336372642717,-0.279091678448353,-0.351550047720411,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2740>,1.4
353,c1csc(-c2cc(-c3cccs3)c(-c3cccs3)s2)c1,10.1021/jp210822s,DCPXRPFZUQQHBW-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.24,-2.72,2.52,,0.568,3.22,33.0,-0.641231744491112,-0.282579038006497,1.33980409126494,-1.20908547012973,-1.36705056661588,-0.843704984710738,-1.18047318917058,-1.32137513256768,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A6D0>,0.61
187,COc1cccc2c1ccc(-c1ccc(-c3ccc(-c4cccs4)c4nsnc43)s1)c2OC,10.1016/j.solmat.2011.01.028,UTKCJVHQPAXUCG-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.41,-3.66333333333,1.74666666667,1.85666666667,0.83,10.0,50.4,-0.711431741358091,-0.870781218630458,0.50923737944505,0.921728445136746,0.131686058058768,0.565222802186135,0.285082360636781,-0.196378034144848,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CB270>,4.15
169,COc1ccc(N(c2ccc(C=Cc3ccc(C=C(C#N)C(=O)O)s3)cc2)c2ccc(OC)cc2)cc1,10.1039/B908802D,DKKBREGTPAQIFE-WFGWUYQYSA-N,molecule,DSSC,TiO2,,,,,0.694,14.0,71.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.2959588597128,-0.166129026126746,1.14971690329599,1.13551508237874,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D86D0>,6.9
58,CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,10.1039/B908802D,DJDFLYYVQLRAPV-UHFFFAOYSA-N,molecule,DSSC,TiO2,,,,,0.764,12.2,77.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.42297043807506,0.210302061975473,0.760631359099345,1.52344511631764,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DB6D0>,7.2
48,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6=C(c7ccccc7)C(c7ccccc7)=C(c7ccc(-c8ccc(C9=S=CC=C9)s8)s7)[Si]6(C)C)s5)s4)s3)cc21,10.1021/ar900061z,DZUHMZCKLKOXTD-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.2,,,1.95,0.75,4.57,48.6,-0.62471409816947,1.41343855701417,-1.36669778002188,1.02884296870088,-0.918276323069233,0.135015844355029,-0.888659031023094,-0.31275704432652,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DBCF0>,1.67
235,Cc1ccc(-c2ccc(-c3c4cc(-c5cc(C)c(-c6ccc(-c7sc(C=C8SC(=S)N(C)C8=O)cc7C)s6)s5)sc4c(-c4ccc(-c5ccc(C)s5)s4)c4cc(-c5cc(C)c(-c6ccc(-c7sc(C=C8SC(=S)N(C)C8=O)cc7C)s6)s5)sc43)s2)s1,10.1021/ar400088c,BDBGKVIOEOJOHV-ORKKNUIJSA-N,molecule,bulk,PC71BM,-5.07,-3.29,1.78,1.76,0.9,11.97,70.4,-0.571031747624133,-0.63799448990421,0.545037668744205,0.810788402866105,1.58385177066725,0.941653890288354,0.710914872896441,1.09672207898484,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D95F0>,7.58
252,Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nsnc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,10.1039/c0cc01087a,VYOLWDRUZOVKDF-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.36,-3.52,1.84,,0.85,11.2,67.2,-0.690784683456039,-0.78140774242434,0.60947818948913,-1.20908547012973,1.08850661505445,0.672774541643912,0.544472723434543,0.889826060884094,<rdkit.Chem.rdchem.Mol object at 0x00000227A66C3F20>,6.41
21,CC(=O)c1cc2c(csc2-c2cc3c(s2)c(C)c2ccsc2c3C)s1,10.1039/c1jm11229e,FWYPOVDLSCYLJZ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.22,-3.41,1.81,1.63,0.77,9.5,64.0,-0.632972921330291,-0.712818795566886,0.577257929116668,0.661593173610731,0.364540618389574,0.242567583812806,0.17700304280438,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DA6D0>,4.7
313,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)c1cc(N(c3ccccc3)c3ccccc3)ccc1n2C,10.1021/jp801036s,SMZPQYLINURYGL-GKPLWNPISA-N,molecule,DSSC,TiO2,-5.1,-3.02,2.08,,0.58,12.93,64.0,-0.583419982365364,-0.469639802163188,0.867240272468827,-1.20908547012973,0.406877811176994,-0.779173941036072,0.918427163134651,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373350>,4.8
160,COc1ccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c7ccccc7n(C)c6c5)s4)c3nc2-c2ccc(OC)cc2)cc1,10.1021/ma102943g,BNMHYWFREHRPNI-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.31,-3.37,1.94,,0.82,9.96,49.0,-0.670137625553986,-0.687877360345994,0.716879057397337,-1.20908547012973,0.0681802688776386,0.511446932457247,0.276436015210189,-0.286895042063927,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8CF0>,4.0
276,Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)s3)c3nsnc32)c1,10.1021/ar5000743,ANJMWEOIQJOAKX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.14,-3.22,1.92,1.63,0.82,5.78,49.5,-0.599937628687007,-0.594346978267649,0.695398883815695,0.661593173610731,-0.634617131393523,0.511446932457247,-0.627107081868684,-0.254567539235684,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3200>,2.34
191,CSc1ccc(-c2ccc(-c3ccc([Si](c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)(c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)c4ccc(-c5ccc(-c6ccc(SC)s6)s5)s4)s3)s2)s1,10.1021/cm102189g,ZJNUBBWCPNMZEQ-UHFFFAOYSA-N,molecule,bulk,PC61BM,,,,,0.85,1.41,24.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.49829586425688,0.672774541643912,-1.57172031972387,-1.90327018347604,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2580>,0.3
293,Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)sc1-c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,10.1002/adma.201200721,CFYRQRGALCKSIE-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.24,-2.84,2.4,2.21,0.81,4.69,33.5,-0.641231744491112,-0.357403343669174,1.21092304977509,1.32723342721163,-1.08762509421891,0.457671062728359,-0.862719994743318,-1.28904762973944,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E1900>,1.27
257,Cc1ccsc1-c1ccc(-c2ccc(-c3sccc3C)s2)s1,10.1016/j.solmat.2009.10.025,DZUNDTRLGXGTGU-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.35,-3.39,1.96,,0.48,0.18,40.0,-0.686655271875628,-0.70034807795644,0.738359230978978,-1.20908547012973,-1.41362147868204,-1.31693263832495,-1.83759544159158,-0.868790092972288,<rdkit.Chem.rdchem.Mol object at 0x00000227A66C3820>,0.5
308,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc2c(c1)C(C)(C)c1cc(N(c3ccccc3)c3cccc4ccccc43)ccc1-2,10.1039/B908802D,LZHJTRGIVRHOSZ-UHFFFAOYSA-N,molecule,DSSC,TiO2,,,,,0.64,16.79,58.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.991131071643381,-0.456518722662742,1.75279949680079,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A836DEB0>,6.18
149,COc1c2ccsc2c(OC)c2cc(-c3scc4sc(C(C)=O)c(F)c43)sc21,10.1039/C1EE01072G,DKHCJQSWBUZVRC-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.22,-3.45,1.77,,0.76,15.2,67.0,-0.632972921330291,-0.737760230787779,0.534297581953385,-1.20908547012973,1.63465640201216,0.188791714083918,1.40910726609375,0.876895059752797,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E2430>,7.7
130,COc1c2cc(-c3cc4c(s3)-c3sc(C5=NC6SC(c7cc8c(s7)-c7sccc7[Si]8(C)C)=NC6S5)cc3[Si]4(C)C)sc2c(OC)c2ccsc21,10.1002/adma.201200721,JJPYHXZEQBXIHY-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.4,-3.6,1.8,1.77,0.69,11.6,66.0,-0.707302329777681,-0.831290612866124,0.566517842325847,0.822264958962672,0.61856377511409,-0.187639374018301,0.630936177700464,0.812240054096312,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8B30>,5.3
151,COc1c2ccsc2c(OC)c2cc(-c3scc4sc(S(C)(=O)=O)cc43)sc21,10.1039/c1cc12575c,SMLBVDCUNOOZMA-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.12,-3.49,1.63,,0.76,14.1,58.0,-0.591678805526186,-0.762701666008671,0.383936366881894,-1.20908547012973,1.00806594875835,0.188791714083918,1.17133276686247,0.295000008844435,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E2890>,6.22
99,COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)c(OC)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)sc4c5OC)cc3C)s2)s1,10.1021/ar400088c,DEVMHGSMCXQJGZ-LPWNDWGMSA-N,molecule,bulk,PC61BM,-5.04,-3.24,1.8,1.84,0.95,8.0,60.0,-0.558643512882901,-0.606817695878095,0.566517842325847,0.902600851638642,0.305268548487187,1.2105332389328,-0.147234910692823,0.424310020157404,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D1DD0>,4.56
87,CN1C(=O)C2=C(c3ccc(C=Cc4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(C=Cc2ccc(C(F)(F)F)cc2)s1,10.1039/c1ee01544c,JNTVLJYIQLPEEZ-GJHDBBOXSA-N,molecule,bilayer,C60,-5.13,-3.46,1.67,1.65,0.86,5.26,43.0,-0.595808217106596,-0.743995589593002,0.426896714045177,0.684546285803865,-0.185842887846878,0.7265504113728,-0.739509572414381,-0.674825076002835,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CC0B0>,3.4
330,Cn1c2ccsc2c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc21,10.1039/C1EE01072G,ZDMHOVCWTANKBX-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.02,-3.64,1.38,1.13,0.38,14.8,48.0,-0.55038468972208,-0.856232048087016,0.115434197111376,0.0877653687823696,-0.482203237358813,-1.85469133561384,1.32264381182783,-0.351550047720411,<rdkit.Chem.rdchem.Mol object at 0x00000227A839C270>,2.7
214,Cc1cc(C)c(-c2c3cc(-c4ccc(-c5ccc(-c6cccs6)c6nsnc65)s4)sc3c(-c3sc(C)cc3C)c3ccsc32)s1,10.1021/ar5000743,HBLLULDHUVBBRK-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.31,-3.44,1.87,1.75,0.92,10.7,57.5,-0.670137625553986,-0.731524871982555,0.641698449861592,0.799311846769537,0.7709776691488,1.04920562974613,0.436393405602142,0.262672506016193,<rdkit.Chem.rdchem.Mol object at 0x00000227A5651BA0>,5.66
121,COc1c(OC)c(-c2cc3sc(-c4cc5c(s4)c(-c4ccc(C)s4)c4ccsc4c5-c4ccc(C)s4)cc3s2)c2nsnc2c1-c1cc2sccc2s1,10.1021/ar5000743,IWJLETUKMSLYJX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.09,-3.36,1.73,1.73,0.8,11.83,66.6,-0.579290570784954,-0.681642001540771,0.491337234790102,0.776358734576403,1.04193570298828,0.403895192999471,0.680652663903369,0.851033057490202,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA83C0>,6.3
355,c1csc(-c2ccsc2-c2cccs2)c1,10.1021/jp210822s,SBVKMIQOXJYJIM-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.27,-2.67,2.6,,0.714,2.09,40.0,-0.653619979232344,-0.251402243980382,1.4257247855915,-1.20908547012973,-1.3797517244521,-0.0585772866689688,-1.4247324474718,-0.868790092972288,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A890>,0.58
20,C=Cc1sccc1C(=O)OC,10.1039/b9py00325h,GIEHWMVNTSPUFI-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.3,-3.6,1.7,1.7,0.86,5.47,43.0,-0.666008213973575,-0.831290612866124,0.45911697441764,0.741929066286701,-0.774329867592007,0.7265504113728,-0.694116258924773,-0.674825076002835,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DA270>,2.01
188,COc1ccsc1-c1ccc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2OC)c2nsnc21,10.1021/ar900061z,GQQSXDQOZGTRAF-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.14,,,1.64,0.76,4.31,48.6,-0.599937628687007,1.41343855701417,-1.36669778002188,0.673069729707298,-0.947912358020427,0.188791714083918,-0.944860276295943,-0.31275704432652,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D24A0>,1.6
71,CC1=CC(c2cc(C)c(-c3sc(-c4cc(C)c(-c5nc6scnc6s5)s4)cc3C)s2)=S=C1,10.1002/adma.201200721,ZOQURLWORYWQHE-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.6,-2.75,2.85,1.91,0.93,5.94,48.9,-0.789890561385891,-0.301285114422166,1.69422695536202,0.982936744314613,-0.482203237358813,1.10298149947502,-0.592521700162316,-0.293360542629575,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E0350>,2.7
106,COC(=O)c1cc2c(csc2-c2sc3c(c2F)c(OC)c2scc(F)c2c3OC)s1,10.1021/ja108601g,VBJPDPLGXYSTEC-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.41,-3.6,1.81,1.75,0.68,11.0,43.4,-0.711431741358091,-0.831290612866124,0.577257929116668,0.799311846769537,-0.270517273421716,-0.241415243747189,0.501240996301583,-0.648963073740241,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D5A50>,3.2
270,Cc1csc(-c2cc(-c3ccc(C)s3)c(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)s2)c1,10.1039/C1EE01072G,JSWSADMKDBSOIA-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,1.29,0.65,8.0,46.0,1.52257992364401,1.41343855701417,-1.36669778002188,0.271390266327445,-0.609214815721072,-0.402742852933854,-0.147234910692823,-0.480860059033381,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3C80>,2.4
348,N#CC(=Cc1sc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c1OCCO2)C(=O)O,10.1039/B908802D,VJROEWRBJLOOCA-LVZFUZTISA-N,molecule,DSSC,TiO2,,,,,0.69,15.5,68.3,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.46530763086248,-0.187639374018301,1.47395485679319,0.960946567106226,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A270>,7.3
102,COC(=O)N1C(=O)C2=C(c3ccc(-c4ccc(C5=S=C(C)C=C5)s4)s3)N(C(=O)OC)C(=O)C2=C1c1ccc(-c2ccc(-c3ccc(C)s3)s2)s1,10.1021/cm102189g,XDUMELIPVYZLFU-UHFFFAOYSA-N,molecule,bulk,PC61BM,,,,,0.67,8.42,45.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.651552008508491,-0.295191113476077,-0.0564482837136065,-0.545515064689865,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D1970>,2.3
